subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,sla_name,sla_periods,sla_method,sla_leading,sla_assessment_criteria,sla_teaching_aids,sla_references,sla_notes_intro,sla_notes_details,sla_notes_illustrations,sla_notes_daily_life,sla_exercise,sla_diagram_type
2023-JSS014-Kidato III,Comprehend oral and written information,Construct meaning from a variety of texts,Read and generate meanings from a variety of texts,Reading comprehension: Read and generate meanings from a variety of texts,3,Close reading,Kuwaongoza Wanafunzi,Students are able to read and generate meanings from a variety of texts accurately and confidently.,Story cards|Worksheet|Reader/class text,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",This lesson develops students' ability to read and generate meanings from a variety of texts by engaging closely with written texts.,"Students read a passage silently or aloud, identify key information such as main ideas, sequence of events, facts versus opinions, or the writer's intended meaning, and then respond to comprehension questions orally or in writing. Strategies such as skimming for the main idea, scanning for details, and using context clues to infer meaning are practised.","For example, after reading a short story, students list the events in the order they happened using sequence words such as 'first', 'then', 'after that' and 'finally', before writing a short summary.","These reading skills help learners understand newspapers, notices, textbooks and other texts they meet outside the classroom.","Name two sequence words used to show the order of events in a story.::Any two of: first, then, after that, finally, next.||What is the difference between a fact and an opinion?::A fact can be proven true, while an opinion is a personal belief or judgement.||Explain one strategy for finding the meaning of an unfamiliar word in a text.::Using context clues, such as the surrounding words, to guess the meaning.",
2023-JSS014-Kidato III,Comprehend oral and written information,Construct meaning from a variety of texts,Infer meanings of unfamiliar words from a variety of texts,Reading comprehension: Infer meanings of unfamiliar words from a variety of texts,3,Discussion,Kuwaongoza Wanafunzi,Students are able to infer meanings of unfamiliar words from a variety of texts accurately and confidently.,Worksheet|Reader/class text|Newspaper articles,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",This lesson develops students' ability to infer meanings of unfamiliar words from a variety of texts by engaging closely with written texts.,"Students read a passage silently or aloud, identify key information such as main ideas, sequence of events, facts versus opinions, or the writer's intended meaning, and then respond to comprehension questions orally or in writing. Strategies such as skimming for the main idea, scanning for details, and using context clues to infer meaning are practised.","For example, after reading a short story, students list the events in the order they happened using sequence words such as 'first', 'then', 'after that' and 'finally', before writing a short summary.","These reading skills help learners understand newspapers, notices, textbooks and other texts they meet outside the classroom.","Name two sequence words used to show the order of events in a story.::Any two of: first, then, after that, finally, next.||What is the difference between a fact and an opinion?::A fact can be proven true, while an opinion is a personal belief or judgement.||Explain one strategy for finding the meaning of an unfamiliar word in a text.::Using context clues, such as the surrounding words, to guess the meaning.",
2023-JSS014-Kidato III,Comprehend oral and written information,Construct meaning from a variety of texts,Paraphrase textual information from multiple sources,Reading comprehension: Paraphrase textual information from multiple sources,3,Pair work,Kuwaongoza Wanafunzi,Students are able to paraphrase textual information from multiple sources accurately and confidently.,Reader/class text|Newspaper articles|Story cards,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",This lesson develops students' ability to paraphrase textual information from multiple sources by engaging closely with written texts.,"Students read a passage silently or aloud, identify key information such as main ideas, sequence of events, facts versus opinions, or the writer's intended meaning, and then respond to comprehension questions orally or in writing. Strategies such as skimming for the main idea, scanning for details, and using context clues to infer meaning are practised.","For example, after reading a short story, students list the events in the order they happened using sequence words such as 'first', 'then', 'after that' and 'finally', before writing a short summary.","These reading skills help learners understand newspapers, notices, textbooks and other texts they meet outside the classroom.","Name two sequence words used to show the order of events in a story.::Any two of: first, then, after that, finally, next.||What is the difference between a fact and an opinion?::A fact can be proven true, while an opinion is a personal belief or judgement.||Explain one strategy for finding the meaning of an unfamiliar word in a text.::Using context clues, such as the surrounding words, to guess the meaning.",
2023-JSS014-Kidato III,Communicate effectively in different contexts,Use appropriate grammar and vocabulary for oral communication in a variety of contexts,"Express opinions through debates, dialogues and impromptu speeches using formulaic language (e.g., In my opinion…, personally…, I think …, I would say…, In my view…, from my perspective…, My point is…, It seems to me that…, I believe…)","Using grammar: Express opinions through debates, dialogues and impromptu speeches using fo",4,Description,Kuwaongoza Wanafunzi,"Students are able to express opinions through debates, dialogues and impromptu speeches using formulaic language accurately and confidently.",Maps|Worksheet|Pictures/charts,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson enables students to express opinions through debates, dialogues and impromptu speeches using formulaic language, applying grammatical structures accurately in a specific context.","Students study the target structure through examples relevant to the context, then practise producing their own oral and written sentences describing real situations. The teacher guides students to notice how the structure changes meaning (for example between ongoing and habitual actions) and corrects common errors.","For example, to express daily routines a student says 'I wake up at six o'clock and go to school', while to express an ongoing action the same student says 'I am going to school now', showing the contrast between simple and progressive forms.","Learners use these structures every day to describe their routines, locations, feelings and needs when talking with family, friends and in the community.","Complete the sentence using the correct tense: 'Every morning, she ___ (walk) to school.'::walks||Rewrite the sentence to show an action happening now: 'He plays football.'::He is playing football.||Give one example sentence describing your own daily routine.::Any grammatically correct sentence describing a routine, e.g. 'I brush my teeth every morning.'",
2023-JSS014-Kidato III,Communicate effectively in different contexts,Use appropriate grammar and vocabulary for oral communication in a variety of contexts,"Present facts logically using appropriate formulaic language (e.g., due to the fact that…, it is true that…, the bottom line is…, the reality is…, in fact…actually…according to…)",Using grammar: Present facts logically using appropriate formulaic language,3,Role play,Kuwaongoza Wanafunzi,Students are able to present facts logically using appropriate formulaic language accurately and confidently.,Worksheet|Pictures/charts|Realia,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson enables students to present facts logically using appropriate formulaic language, applying grammatical structures accurately in a specific context.","Students study the target structure through examples relevant to the context, then practise producing their own oral and written sentences describing real situations. The teacher guides students to notice how the structure changes meaning (for example between ongoing and habitual actions) and corrects common errors.","For example, to express daily routines a student says 'I wake up at six o'clock and go to school', while to express an ongoing action the same student says 'I am going to school now', showing the contrast between simple and progressive forms.","Learners use these structures every day to describe their routines, locations, feelings and needs when talking with family, friends and in the community.","Complete the sentence using the correct tense: 'Every morning, she ___ (walk) to school.'::walks||Rewrite the sentence to show an action happening now: 'He plays football.'::He is playing football.||Give one example sentence describing your own daily routine.::Any grammatically correct sentence describing a routine, e.g. 'I brush my teeth every morning.'",
2023-JSS014-Kidato III,Communicate effectively in different contexts,Use appropriate grammar and vocabulary for oral communication in a variety of contexts,Describe conditions about various situations and circumstances (structure: conditional sentences),Using grammar: Describe conditions about various situations and circumstances,3,Guided practice,Kuwaongoza Wanafunzi,Students are able to describe conditions about various situations and circumstances accurately and confidently.,Pictures/charts|Realia|Maps,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson enables students to describe conditions about various situations and circumstances, applying grammatical structures accurately in a specific context.","Students study the target structure through examples relevant to the context, then practise producing their own oral and written sentences describing real situations. The teacher guides students to notice how the structure changes meaning (for example between ongoing and habitual actions) and corrects common errors.","For example, to express daily routines a student says 'I wake up at six o'clock and go to school', while to express an ongoing action the same student says 'I am going to school now', showing the contrast between simple and progressive forms.","Learners use these structures every day to describe their routines, locations, feelings and needs when talking with family, friends and in the community.","Complete the sentence using the correct tense: 'Every morning, she ___ (walk) to school.'::walks||Rewrite the sentence to show an action happening now: 'He plays football.'::He is playing football.||Give one example sentence describing your own daily routine.::Any grammatically correct sentence describing a routine, e.g. 'I brush my teeth every morning.'",
2023-JSS014-Kidato III,Communicate effectively in different contexts,Use appropriate grammar and vocabulary for oral communication in a variety of contexts,"Ask and respond to questions in interview sessions (e.g., job interview, panel interview, TV/radio interview)",Communication skills: Ask and respond to questions in interview sessions,3,Scenario-based practice,Kuwaongoza Wanafunzi,Students are able to ask and respond to questions in interview sessions accurately and confidently.,Dialogue scripts|Worksheet|Role-play cards,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to ask and respond to questions in interview sessions, developing skills for effective interpersonal and group communication.","Students study appropriate language, tone and non-verbal cues (such as eye contact, gestures and facial expression) used in different communicative settings. Through role play, dialogue and discussion, they practise expressing and responding to ideas politely and appropriately depending on the audience and context.","For example, in a role play, one student greets an elder formally using 'Good morning, how are you today?' while greeting a peer informally using 'Hey, what's up?', showing how register changes with audience.","These skills help learners communicate respectfully and effectively with different people in daily life, such as teachers, family members, and the wider community.","Give one example of a non-verbal cue used in communication.::Any correct example, e.g. eye contact, a nod, or a gesture.||Why should language change depending on who you are speaking to?::Because different audiences (e.g. elders versus peers) expect different levels of formality and respect.||Give one polite expression used to express an opinion.::Any correct example, e.g. 'In my opinion...' or 'I think that...'.",
2023-JSS014-Kidato III,Communicate effectively in different contexts,Use appropriate grammar and vocabulary for oral communication in a variety of contexts,"Describe activities and events of a social or cultural nature (e.g., celebrations, parades, accidents, elections, funerals, sport and games) using different tenses",Using grammar: Describe activities and events of a social or cultural nature using differe,3,Real-life expression,Kuwaongoza Wanafunzi,Students are able to describe activities and events of a social or cultural nature using different tenses accurately and confidently.,Realia|Maps|Worksheet,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson enables students to describe activities and events of a social or cultural nature using different tenses, applying grammatical structures accurately in a specific context.","Students study the target structure through examples relevant to the context, then practise producing their own oral and written sentences describing real situations. The teacher guides students to notice how the structure changes meaning (for example between ongoing and habitual actions) and corrects common errors.","For example, to express daily routines a student says 'I wake up at six o'clock and go to school', while to express an ongoing action the same student says 'I am going to school now', showing the contrast between simple and progressive forms.","Learners use these structures every day to describe their routines, locations, feelings and needs when talking with family, friends and in the community.","Complete the sentence using the correct tense: 'Every morning, she ___ (walk) to school.'::walks||Rewrite the sentence to show an action happening now: 'He plays football.'::He is playing football.||Give one example sentence describing your own daily routine.::Any grammatically correct sentence describing a routine, e.g. 'I brush my teeth every morning.'",
2023-JSS014-Kidato III,Communicate effectively in different contexts,Create a variety of texts for different communicative purposes using the appropriate tone and register,"Write a letter to the editor, an order letter and a complaint letter (structure: Dear editor.., I would like to order…. We are glad to place our first order…, I am writing to complain about…, I am writing to bring your attention…, a complaint against…)","Writing task: Write a letter to the editor, an order letter and a complaint letter",3,Collaborative writing,Kuwaongoza Wanafunzi,"Students are able to write a letter to the editor, an order letter and a complaint letter accurately and confidently.",Envelopes|Worksheet|Sample letters/emails,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson guides students to write a letter to the editor, an order letter and a complaint letter, developing their ability to write for a specific purpose and audience.","Students study a model text to identify its structure, tone and typical vocabulary, then plan and write their own text following the same conventions. Emphasis is placed on the appropriate greeting or opening, logical organisation of ideas, and a suitable closing, matched to the purpose of the text.","For example, when writing a friendly letter, a student begins with 'Dear Aunt Mary,', writes the body in a warm, personal tone, and closes with 'Your loving nephew,' followed by their name.","These writing skills are used whenever learners need to communicate in writing outside the classroom, such as writing to relatives, applying for opportunities, or sharing news.","Name one part that every letter should include.::Any correct part, e.g. a greeting/salutation, the body, or a closing.||Give an appropriate opening greeting for a letter to a family member.::Any correct example, e.g. 'Dear Mother,' or 'Dear Uncle,'.||Why is it important to plan a piece of writing before starting?::Planning helps organise ideas logically so the final text is clear and well structured.",
2023-JSS014-Kidato III,Communicate effectively in different contexts,Create a variety of texts for different communicative purposes using the appropriate tone and register,"Write reports on various events (e.g., sports, graduation, study tours)",Writing task: Write reports on various events,3,Observation and discussion,Kuwaongoza Wanafunzi,Students are able to write reports on various events accurately and confidently.,Worksheet|Sample letters/emails|Writing frames,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson guides students to write reports on various events, developing their ability to write for a specific purpose and audience.","Students study a model text to identify its structure, tone and typical vocabulary, then plan and write their own text following the same conventions. Emphasis is placed on the appropriate greeting or opening, logical organisation of ideas, and a suitable closing, matched to the purpose of the text.","For example, when writing a friendly letter, a student begins with 'Dear Aunt Mary,', writes the body in a warm, personal tone, and closes with 'Your loving nephew,' followed by their name.","These writing skills are used whenever learners need to communicate in writing outside the classroom, such as writing to relatives, applying for opportunities, or sharing news.","Name one part that every letter should include.::Any correct part, e.g. a greeting/salutation, the body, or a closing.||Give an appropriate opening greeting for a letter to a family member.::Any correct example, e.g. 'Dear Mother,' or 'Dear Uncle,'.||Why is it important to plan a piece of writing before starting?::Planning helps organise ideas logically so the final text is clear and well structured.",
2023-JSS014-Kidato III,Communicate effectively in different contexts,Create a variety of texts for different communicative purposes using the appropriate tone and register,"Write biographies (structure: past and present tense, third person)",Writing task: Write biographies,3,Guided writing,Kuwaongoza Wanafunzi,Students are able to write biographies accurately and confidently.,Sample letters/emails|Writing frames|Envelopes,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson guides students to write biographies, developing their ability to write for a specific purpose and audience.","Students study a model text to identify its structure, tone and typical vocabulary, then plan and write their own text following the same conventions. Emphasis is placed on the appropriate greeting or opening, logical organisation of ideas, and a suitable closing, matched to the purpose of the text.","For example, when writing a friendly letter, a student begins with 'Dear Aunt Mary,', writes the body in a warm, personal tone, and closes with 'Your loving nephew,' followed by their name.","These writing skills are used whenever learners need to communicate in writing outside the classroom, such as writing to relatives, applying for opportunities, or sharing news.","Name one part that every letter should include.::Any correct part, e.g. a greeting/salutation, the body, or a closing.||Give an appropriate opening greeting for a letter to a family member.::Any correct example, e.g. 'Dear Mother,' or 'Dear Uncle,'.||Why is it important to plan a piece of writing before starting?::Planning helps organise ideas logically so the final text is clear and well structured.",
2023-JSS014-Kidato III,Provide basic English language services to the community,Apply principles of editing and proofreading in a variety of texts,"Recognise the basic principles of editing and proofreading texts (e.g., sentence construction, language clarity, grammar, semantic rules, logical flow)",Editing and proofreading: Recognise the basic principles of editing and proofreading texts,2,Modelling,Kuwaongoza Wanafunzi,Students are able to recognise the basic principles of editing and proofreading texts accurately and confidently.,Sample texts with errors|Editing checklist|Dictionary,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to recognise the basic principles of editing and proofreading texts, an essential step in producing accurate written texts.","Students learn to check a text for errors in spelling, grammar, punctuation and logical flow, and to improve clarity and word choice. They practise using proofreading marks and a checklist to systematically review a text before it is considered final.","For example, students proofread the sentence 'the boy go to school yesterday and forget his book' and correct it to 'The boy went to school yesterday and forgot his book,' fixing capitalisation, tense and spelling.","Editing and proofreading skills help learners produce error-free letters, reports and school assignments that communicate clearly to the reader.","Name two things a proofreader checks for in a text.::Any two of: spelling, grammar, punctuation, logical flow.||Correct the error in this sentence: 'She dont like tea.'::She doesn't like tea.||Why is proofreading important before submitting a piece of writing?::It removes errors and improves clarity, making the text easier for the reader to understand.",
2023-JSS014-Kidato III,Provide basic English language services to the community,Apply principles of editing and proofreading in a variety of texts,Describe the main steps of editing and proofreading,Editing and proofreading: Describe the main steps of editing and proofreading,2,Shared practice,Kuwaongoza Wanafunzi,Students are able to describe the main steps of editing and proofreading accurately and confidently.,Editing checklist|Dictionary|Worksheet,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to describe the main steps of editing and proofreading, an essential step in producing accurate written texts.","Students learn to check a text for errors in spelling, grammar, punctuation and logical flow, and to improve clarity and word choice. They practise using proofreading marks and a checklist to systematically review a text before it is considered final.","For example, students proofread the sentence 'the boy go to school yesterday and forget his book' and correct it to 'The boy went to school yesterday and forgot his book,' fixing capitalisation, tense and spelling.","Editing and proofreading skills help learners produce error-free letters, reports and school assignments that communicate clearly to the reader.","Name two things a proofreader checks for in a text.::Any two of: spelling, grammar, punctuation, logical flow.||Correct the error in this sentence: 'She dont like tea.'::She doesn't like tea.||Why is proofreading important before submitting a piece of writing?::It removes errors and improves clarity, making the text easier for the reader to understand.",
2023-JSS014-Kidato III,Provide basic English language services to the community,Apply principles of editing and proofreading in a variety of texts,Describe the basic principles and methods of editing and proofreading,Editing and proofreading: Describe the basic principles and methods of editing and proofre,2,Collaborative practice,Kuwaongoza Wanafunzi,Students are able to describe the basic principles and methods of editing and proofreading accurately and confidently.,Dictionary|Worksheet|Sample texts with errors,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to describe the basic principles and methods of editing and proofreading, an essential step in producing accurate written texts.","Students learn to check a text for errors in spelling, grammar, punctuation and logical flow, and to improve clarity and word choice. They practise using proofreading marks and a checklist to systematically review a text before it is considered final.","For example, students proofread the sentence 'the boy go to school yesterday and forget his book' and correct it to 'The boy went to school yesterday and forgot his book,' fixing capitalisation, tense and spelling.","Editing and proofreading skills help learners produce error-free letters, reports and school assignments that communicate clearly to the reader.","Name two things a proofreader checks for in a text.::Any two of: spelling, grammar, punctuation, logical flow.||Correct the error in this sentence: 'She dont like tea.'::She doesn't like tea.||Why is proofreading important before submitting a piece of writing?::It removes errors and improves clarity, making the text easier for the reader to understand.",
2023-JSS014-Kidato III,Provide basic English language services to the community,Apply principles of editing and proofreading in a variety of texts,"Use the principles of editing and proofreading to edit and proofread simple and short texts in a school context (e.g., laboratory rules, announcements)",Editing and proofreading: Use the principles of editing and proofreading to edit and proof,2,Discussion,Kuwaongoza Wanafunzi,Students are able to use the principles of editing and proofreading to edit and proofread simple and short texts in a school context accurately and confidently.,Worksheet|Sample texts with errors|Editing checklist,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",This lesson introduces students to editing and proofreading skills needed to use the principles of editing and proofreading to edit and proofread simple and short texts in a school context.,"Students learn to check a text for errors in spelling, grammar, punctuation and logical flow, and to improve clarity and word choice. They practise using proofreading marks and a checklist to systematically review a text before it is considered final.","For example, students proofread the sentence 'the boy go to school yesterday and forget his book' and correct it to 'The boy went to school yesterday and forgot his book,' fixing capitalisation, tense and spelling.","Editing and proofreading skills help learners produce error-free letters, reports and school assignments that communicate clearly to the reader.","Name two things a proofreader checks for in a text.::Any two of: spelling, grammar, punctuation, logical flow.||Correct the error in this sentence: 'She dont like tea.'::She doesn't like tea.||Why is proofreading important before submitting a piece of writing?::It removes errors and improves clarity, making the text easier for the reader to understand.",
2023-JSS014-Kidato III,Provide basic English language services to the community,Apply principles of interpretation to provide simple authentic interpretations,Explain the concept of interpretation,Interpretation practice: Explain the concept of interpretation,3,Brainstorming,Kuwaongoza Wanafunzi,Students are able to explain the concept of interpretation accurately and confidently.,Dictionary|Recorded speech|Bilingual word list,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to explain the concept of interpretation, applying the basic principles of oral interpretation between English and Kiswahili.","Students learn that interpretation means conveying a spoken message from a source language into a target language accurately and immediately, while keeping the original meaning, tone and intent. They practise both consecutive interpretation (interpreting after the speaker pauses) and simple simultaneous interpretation in short, familiar contexts.","For example, when a speaker says in English 'Welcome to our school, please take your seats,' the student interprets it into Kiswahili as 'Karibuni shuleni kwetu, tafadhali kaeni,' keeping the same meaning and tone.","Interpretation skills help learners assist communication between English and Kiswahili speakers at school, in church or mosque gatherings, and in community meetings.","What is the main goal of interpretation?::To convey a spoken message accurately from one language into another while keeping its meaning.||Name the two types of interpretation practised in this lesson.::Consecutive interpretation and simultaneous interpretation.||Interpret this greeting into Kiswahili: 'Good morning, how are you?'::Habari za asubuhi, hujambo? (or an equivalent correct Kiswahili greeting).",
2023-JSS014-Kidato III,Provide basic English language services to the community,Apply principles of interpretation to provide simple authentic interpretations,Elaborate the principles of interpretation,Interpretation practice: Elaborate the principles of interpretation,3,Modelling,Kuwaongoza Wanafunzi,Students are able to elaborate the principles of interpretation accurately and confidently.,Recorded speech|Bilingual word list|Worksheet,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to elaborate the principles of interpretation, applying the basic principles of oral interpretation between English and Kiswahili.","Students learn that interpretation means conveying a spoken message from a source language into a target language accurately and immediately, while keeping the original meaning, tone and intent. They practise both consecutive interpretation (interpreting after the speaker pauses) and simple simultaneous interpretation in short, familiar contexts.","For example, when a speaker says in English 'Welcome to our school, please take your seats,' the student interprets it into Kiswahili as 'Karibuni shuleni kwetu, tafadhali kaeni,' keeping the same meaning and tone.","Interpretation skills help learners assist communication between English and Kiswahili speakers at school, in church or mosque gatherings, and in community meetings.","What is the main goal of interpretation?::To convey a spoken message accurately from one language into another while keeping its meaning.||Name the two types of interpretation practised in this lesson.::Consecutive interpretation and simultaneous interpretation.||Interpret this greeting into Kiswahili: 'Good morning, how are you?'::Habari za asubuhi, hujambo? (or an equivalent correct Kiswahili greeting).",
2023-JSS014-Kidato III,Provide basic English language services to the community,Apply principles of interpretation to provide simple authentic interpretations,"Interpret a short simple text in a school context (e.g., greetings, self introductions) (English to Kiswahili and vice versa)",Interpretation practice: Interpret a short simple text in a school context,3,Simultaneous and consecutive interpretation practice,Kuwaongoza Wanafunzi,Students are able to interpret a short simple text in a school context accurately and confidently.,Bilingual word list|Worksheet|Dictionary,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to interpret a short simple text in a school context, applying the basic principles of oral interpretation between English and Kiswahili.","Students learn that interpretation means conveying a spoken message from a source language into a target language accurately and immediately, while keeping the original meaning, tone and intent. They practise both consecutive interpretation (interpreting after the speaker pauses) and simple simultaneous interpretation in short, familiar contexts.","For example, when a speaker says in English 'Welcome to our school, please take your seats,' the student interprets it into Kiswahili as 'Karibuni shuleni kwetu, tafadhali kaeni,' keeping the same meaning and tone.","Interpretation skills help learners assist communication between English and Kiswahili speakers at school, in church or mosque gatherings, and in community meetings.","What is the main goal of interpretation?::To convey a spoken message accurately from one language into another while keeping its meaning.||Name the two types of interpretation practised in this lesson.::Consecutive interpretation and simultaneous interpretation.||Interpret this greeting into Kiswahili: 'Good morning, how are you?'::Habari za asubuhi, hujambo? (or an equivalent correct Kiswahili greeting).",
2023-JSS014-Kidato III,Provide basic English language services to the community,Apply principles of translation to produce simple authentic translation,Explain the concept of translation,Translation practice: Explain the concept of translation,3,Modelling,Kuwaongoza Wanafunzi,Students are able to explain the concept of translation accurately and confidently.,Bilingual dictionary|Sample texts|Computer-assisted translation tool,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to explain the concept of translation, applying the basic principles of written translation between English and Kiswahili.","Students learn that translation involves changing a written text from a source language into a target language while preserving its meaning, register and purpose. They study communicative translation techniques, which prioritise natural, meaningful expression over word-for-word conversion, and practise translating short texts.","For example, the English notice 'No entry without permission' is translated communicatively into Kiswahili as 'Hairuhusiwi kuingia bila kibali,' rather than a stiff word-for-word version.","Translation skills allow learners to make information such as notices, timetables and short documents accessible to both English and Kiswahili speakers in their community.","What is the difference between translation and interpretation?::Translation deals with written text, while interpretation deals with spoken language.||Translate the phrase 'Welcome to our school' into Kiswahili.::Karibu shuleni kwetu (or an equivalent correct translation).||Why should a translator avoid strict word-for-word translation?::Because it can produce unnatural or unclear meaning; communicative translation preserves the intended meaning better.",
2023-JSS014-Kidato III,Provide basic English language services to the community,Apply principles of translation to produce simple authentic translation,Elaborate the principles of translation,Translation practice: Elaborate the principles of translation,3,Shared practice,Kuwaongoza Wanafunzi,Students are able to elaborate the principles of translation accurately and confidently.,Sample texts|Computer-assisted translation tool|Worksheet,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to elaborate the principles of translation, applying the basic principles of written translation between English and Kiswahili.","Students learn that translation involves changing a written text from a source language into a target language while preserving its meaning, register and purpose. They study communicative translation techniques, which prioritise natural, meaningful expression over word-for-word conversion, and practise translating short texts.","For example, the English notice 'No entry without permission' is translated communicatively into Kiswahili as 'Hairuhusiwi kuingia bila kibali,' rather than a stiff word-for-word version.","Translation skills allow learners to make information such as notices, timetables and short documents accessible to both English and Kiswahili speakers in their community.","What is the difference between translation and interpretation?::Translation deals with written text, while interpretation deals with spoken language.||Translate the phrase 'Welcome to our school' into Kiswahili.::Karibu shuleni kwetu (or an equivalent correct translation).||Why should a translator avoid strict word-for-word translation?::Because it can produce unnatural or unclear meaning; communicative translation preserves the intended meaning better.",
2023-JSS014-Kidato III,Provide basic English language services to the community,Apply principles of translation to produce simple authentic translation,"Translate a simple short text in a school context (e.g., laboratory rules, timetables, joining instructions) (English to Kiswahili and vice versa)",Translation practice: Translate a simple short text in a school context,3,Collaborative practice,Kuwaongoza Wanafunzi,Students are able to translate a simple short text in a school context accurately and confidently.,Computer-assisted translation tool|Worksheet|Bilingual dictionary,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to translate a simple short text in a school context, applying the basic principles of written translation between English and Kiswahili.","Students learn that translation involves changing a written text from a source language into a target language while preserving its meaning, register and purpose. They study communicative translation techniques, which prioritise natural, meaningful expression over word-for-word conversion, and practise translating short texts.","For example, the English notice 'No entry without permission' is translated communicatively into Kiswahili as 'Hairuhusiwi kuingia bila kibali,' rather than a stiff word-for-word version.","Translation skills allow learners to make information such as notices, timetables and short documents accessible to both English and Kiswahili speakers in their community.","What is the difference between translation and interpretation?::Translation deals with written text, while interpretation deals with spoken language.||Translate the phrase 'Welcome to our school' into Kiswahili.::Karibu shuleni kwetu (or an equivalent correct translation).||Why should a translator avoid strict word-for-word translation?::Because it can produce unnatural or unclear meaning; communicative translation preserves the intended meaning better.",
2023-JSS014-Kidato III,Appreciate and create literary works,Appreciate the aesthetics and value of literature,Assess the language used in selected poems and plays,Appreciating literature: Assess the language used in selected poems and plays,8,Close reading,Kuwaongoza Wanafunzi,Students are able to assess the language used in selected poems and plays accurately and confidently.,Selected poem/play/novella text|Dictionary|Notebook,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson guides students to assess the language used in selected poems and plays, developing an appreciation of literary language and its aesthetic value.","Students read a selected literary text closely, identifying stylistic features such as imagery, figurative language, rhythm and word choice, and discuss how these features create meaning and emotional effect. They also reflect on their own values and compare them with those expressed in the text.","For example, in a poem describing rain as 'tears of the sky', students discuss how this metaphor creates a sad, reflective mood and compare it with their own feelings about rain.",Appreciating literature helps learners understand different perspectives on life and express their own feelings and values more creatively.,"What is a metaphor?::A figure of speech that describes something by referring to it as if it were something else, without using 'like' or 'as'.||Give one example of figurative language.::Any correct example, e.g. metaphor, simile, or personification.||Why is it useful to compare your own values with those expressed in a literary text?::It helps deepen understanding of the text and reflect critically on one's own perspective.",
